,id,text,date,author_id
0,1501497758464856064,"@Liberebil @CarsSouthAfrica No, we get the standard Hyundai system. I don't know who produces it though, I can find out.",2022-03-09 09:58:56+00:00,431622430
1,1501497209862434816,Hyundai and Haval are competing mbela,2022-03-09 09:56:45+00:00,1188256319993724929
2,1501497172759621632,"@GreenpeaceEAsia @Greenpeace @ToyotaMotorCorp @Hyundai_Global Transition to pure EV's is happening faster than most imagined-including Toyota who were still lobbying against EV's last year

When ICE sales go down, their economies of scale will dwindle meaning it's no longer viable to make them

The next 5 years will decimate ICE companies",2022-03-09 09:56:37+00:00,449173094
3,1501496711390375939,HYUNDAI-ACCENT/XCENT-DISC ASSY-CLUTCH-4110026260                           SHOP NOW AT https://t.co/hpP9X5a41h  https://t.co/R19JRjz15s https://t.co/m8couvzsUh,2022-03-09 09:54:47+00:00,37198225
4,1501496610014089219,"Hyundai i20 lovers 

Just pay as little as R3600pm 

2019 year model 

Clean and amazing https://t.co/PioCcb3JsZ",2022-03-09 09:54:22+00:00,1181492902905692160
5,1501496473485148163,@tylerbeefish @rogercullman Ionic 5 design is based on the Hyundai pony,2022-03-09 09:53:50+00:00,1454609075329646596
6,1501496299207729153,"@bsost_Brendon @macinteractive @samturners @Hyundai_UK Motor oil might not do that. If it doesn’t Flow just just right, chain overheats ans eventually pignon damage follows.",2022-03-09 09:53:08+00:00,1153562732161097728
7,1501496289241931781,"Throughout the history of popular car models in India, carmakers have adopted the idea of pushing a #sportysibling. 

Read the blog and look at the 7 standard cars and their sportier siblings in India.

#tata #ford #fiat #volkswagen #marutisuzuki #hyundai #jeep",2022-03-09 09:53:06+00:00,1207214571808645121
8,1501496060677705728,@tylerqboggs @USMC_NASCARFire @chevrolet @Kia @Ford @Hyundai @PolestarCars @Tesla I had a Model 3 and tow a small utility trailer I hauled 5 kayaks. I agree I like sedans over SUVs. I now have a P3D the handling and power are phenomenal. I may put a hitch on it too.,2022-03-09 09:52:11+00:00,2228468171
9,1501495875507568642,@bsost_Brendon @macinteractive @samturners @Hyundai_UK Proper chain oil is less viscous than motor oil. But there’s not much it in. I have a 3O litre drum which I refill at the local workshop. My advice would be go to a ‘menuiserie’ or maybe a Bricolage centre ans ask for chain oil. The oil must flow onto the chain at steady rate.,2022-03-09 09:51:27+00:00,1153562732161097728
10,1501495508019281924,"As part of #Hyundai's efforts to introduce some freshness, the #i20NLine has undergone some changes to its colour palette

@HyundaiIndia 
https://t.co/wTAwFzrsp8",2022-03-09 09:50:00+00:00,18071358
11,1501495067160170496,Hyundai HDC-6 NEPTUNE Hydrogen Semi Truck for 2030 https://t.co/ZWi4KWvQIO,2022-03-09 09:48:15+00:00,1462527735880900614
12,1501495035971334147,@MattGlen1990 Go with the Hyundai ionic 5. You will love it,2022-03-09 09:48:07+00:00,1454609075329646596
13,1501495001494216704,@ClintonSmithPhD @thegrugq @stan_okl @Tesla @GM @Ford @VW @Hyundai @Porsche Correct use of a double negative threw me for a moment there... https://t.co/25WbZKWBYq,2022-03-09 09:47:59+00:00,329739319
14,1501494793045692416,Out and about in the very capable new @HYUNDAI_SA Hyundai Tucson looking bolder than ever. https://t.co/G54m4R0kAh,2022-03-09 09:47:09+00:00,610694119
15,1501494521070293002,Out and about in the very capable new @hyundai_sa Hyundai Tucson looking bolder than ever. https://t.co/cySzTGbC5f,2022-03-09 09:46:04+00:00,610694119
16,1501494512987766786,Hyundai and Iveco partner on electric commercial vehicles https://t.co/hG4DUORATt,2022-03-09 09:46:02+00:00,1268206404067704832
17,1501494326731366400,"@jarnomn @ClintonSmithPhD @stan_okl @thegrugq @Tesla @GM @Ford @VW @Hyundai @Porsche Everyone has to see this about Bitcoin before it's too late to gain 
https://t.co/k8q4lp3feZ",2022-03-09 09:45:18+00:00,1498763825402765312
18,1501494107889610752,Hyundai SantaFe Ad is back yay https://t.co/exhKBXqzhX,2022-03-09 09:44:26+00:00,1240932972
19,1501493389082120195,Hyundai to Invest $16.10 Billion on Expanding EV Production  https://t.co/Gss6PgiQ3x,2022-03-09 09:41:35+00:00,15153290
20,1501492950047547392,"2008 Hyundai Accent 

Nigerian used

No Fault

Price:1.3M

Location: Agege, Lagos

Our Call/WhatsApp: 09138246069
@AdakomolaO @SOGautos1 @Olatunjiolajide @skip_001 @AutosGidi @hom_autos @CupidAutosNG @avot10 @ExsphereAutos @180autos @KingFadAutos @Matarab_Autos @oris616 https://t.co/AIRw5IrxXD",2022-03-09 09:39:50+00:00,1486443474207444994
21,1501492434370723840,@madhurchadha Hyundai never says that they are disrupting Ferrari with their cars. There is a reason why Ferraris are expensive and Hyundai (comparatively) not. Both can co-exist. Both can take you places.,2022-03-09 09:37:47+00:00,2275935422
22,1501491835843268612,@Klopps_mug @MysteriosoX @shiv5468 The Lagonda is an ugly car. All the style of a Hyundai Pony.,2022-03-09 09:35:24+00:00,3241131838
23,1501491790636937220,@SethJee @tillathenun @takeitev @Hyundai_UK Your dealer should be able to tell you the month. We bought a Hyundai ionic 5 at the end of January. Orders go straight to Hyundai South Korea. Ours arrives on a ship to Vancouver Canada in November.,2022-03-09 09:35:13+00:00,1454609075329646596
24,1501490934957019137,"Electric cars are 80% cheaper to fuel than gas vehicles and zero emissions, Hyundai Ioniq Electric Car https://t.co/N5mziAOrVh , avoid buying garbage, #peaceday https://t.co/AsHAEQP63W",2022-03-09 09:31:49+00:00,264115689
25,1501489629836771335,"@DrmChennai @GMSRailway @sang1983 @vijaythehindu @Mugilan__C @RailMinIndia Im sure the significant contribution on this would be also on the Walajabad automotive carrier used by Renault Nissan, Hyundai recently.",2022-03-09 09:26:38+00:00,98058809
26,1501489578452078595,Car buyers are willing to pay premiums for EVs from the likes of Hyundai and Ford (via @hyper_drive) https://t.co/kHsHbR2CtX,2022-03-09 09:26:26+00:00,783719151684685824
27,1501489532935585793,"Here for Jason Bateman, stayed for the car. https://t.co/PVU3zJVo0Y",2022-03-09 09:26:15+00:00,44869696
28,1501489483216261121,"Opt Genuine Parts - Ensure a safer ride by having a clearer vision while on the road with Hyundai Mobis. 

@siamindia @Nsc_mc_Mumbai @ACMAIndia

#PracticeSafetyWithHyundaiMobis #NationalSafetyWeek #NurtureYoungMindsAndDevelopSafetyCulture #HyundaiMobisCares #HyundaiMobisIN https://t.co/q69i8WlhUc",2022-03-09 09:26:03+00:00,951409081058713605
29,1501489364043542530,"Right. It's time for another 'what should I buy' thread (this led to an Hyundai Ioniq &amp; sticking with my MX3's before...).

A family computer. Probably a laptop.

It needs to be powerful enough for the odd game of Civ, light-weight enough for family trips. TBC on budget.

Go on.",2022-03-09 09:25:35+00:00,13616
30,1501488862241206273,"I will keep driving my crappy, cheap-ass Hyundai Atos granny wagon/bread-bin until I can afford an electric car.

Fun fact: My iPhone and iMac combined costs more than my car. But about that… https://t.co/btUy9wjbA1",2022-03-09 09:23:35+00:00,908596429291163648
31,1501488509328424961,"Repair and sale of spare parts, cranes, backhoes, skippers, tractors, loaders, compactors, graders SANY, TADANO ,KATO, KOBELCO, KOMATSU, CAT, HITACHI, HYUNDAI, SUMITOMO, UNIC and so on
See more details =&gt; https://t.co/PEMfmko30H
Tel  081-252-4545 line Id : 0812524545 https://t.co/1nXzxGlutS",2022-03-09 09:22:11+00:00,407166674
32,1501488246148440068,@HyundaiIndia We can plan to buy one Hyundai Verna SX diesel if will get some discount on ex showroom price? Expecting some discount and additional benefits. Please reach me on 9090900717 if any option available.,2022-03-09 09:21:08+00:00,1195813476435804160
33,1501487723017695232,Centric 94HY31H Front Brake Pad and Rotor Kit Fits 2012-2015 Hyundai Veloster https://t.co/qpUCeK6YCA eBay https://t.co/oTtEqUKasy,2022-03-09 09:19:04+00:00,1375301065856348165
34,1501487136063000576,@CMOTamilnadu @mkstalin Well done #SaintGobain. In 1996 it was a tiny investment compared to #Hyundai but today it is supplying the most needed float glass in climate control. https://t.co/sNOeH6D2ij,2022-03-09 09:16:44+00:00,1194186316524572672
35,1501486780268556295,@IndianConsumerF - Request you to please take action against @HyundaiIndia @Hyundai_Global @AnPuneet https://t.co/kxaWcttx44,2022-03-09 09:15:19+00:00,1437844194266021888
36,1501486670209863680,"@RealTalkFadzie Hyundai Tucson 
✅Engine still good
✅5 seater 
✅Lady driven 
✅2litre Petrol engine 
✅Manual Transmission 
✅AEF Plates
✅4500usd Negotiable

WhatsApp or Call 
0771394923/0779830259
Viewing in Chitungwiza 

Manake aya atanga atanga ✅ https://t.co/CfZKdmFPe8",2022-03-09 09:14:53+00:00,1431958626646773761
37,1501486655735222273,"2018 Hyundai i20 1.2 motion R189 900 From R3499pm 69000km
Three easy steps you need to get your dream car
➡️ID
➡️License 
➡️3payslips and 3Months Bank Statement
Call or Whatsapp xolani 0846134279 xolani@msmdealer.co.za
#DJSBU
#AskAMan
#PrivateProperty
#ICanWithAbsaDrive https://t.co/UM1xjf30I1",2022-03-09 09:14:49+00:00,172911735
38,1501486376008699906,Hyundai has finally launched the new Tucson in SA. We're out abd about driving it in the Western Cape. Models on test are 2-litre petrol and Diesel Elite (top spec). https://t.co/KDJLgrDU8K,2022-03-09 09:13:42+00:00,431622430
39,1501485756442939395,@huffnpu16749286 @DickWinchester @Snoozywhimbrel @luath Hyundai were the only car manufacturer developing hydrogen powered cars but they stopped 2 months ago.,2022-03-09 09:11:15+00:00,2753633829
40,1501485480738795529,"🔸We are mobile experts technicians for all Hyundai and Kia vehicles

🔸All our minor services starts from R1600 &amp; our major services from R3600 parts and labor inclusive

🔸☎️079983 6973
🔸Dm @Kia_and_hyundai
📍fourways

🔸Our call out fee is R350, diagnose R350 too

#DJSBU https://t.co/WqD32eP55N",2022-03-09 09:10:09+00:00,847504868952596480
41,1501485347074576384,Dude i just saw an Ioniq here. That Hyundai car that BTS sang for? Yeah i think it was that car. First time nampak lol https://t.co/kcYysfUrz2,2022-03-09 09:09:37+00:00,2913156290
42,1501485246797148161,"Hyundai venue
 Protect your car’s interiors from rain and noise with high quality door visors.",2022-03-09 09:09:13+00:00,1499074039536443397
43,1501484972464611328,"Feels like the Hyundai Staria should be electric, and possibly a Tesla. Not sure if that's a good or bad thing 🤷‍♂️",2022-03-09 09:08:08+00:00,240178961
44,1501484298754400264,"@ClintonSmithPhD @stan_okl @thegrugq @Tesla @GM @Ford @VW @Hyundai @Porsche Yeah, the best way to reduce gas prices is to slash the demand, and that means those who can move to EVs doing so. 

There will be special cases who need gas cars, for example one cannot wait for rescue vehicles to charge. But gas/diesel should be exception, not the rule.",2022-03-09 09:05:27+00:00,88674018
45,1501484195352174592,@Wheretah @mp3461 @ShortingIsFun Drive Kia’s and Hyundai’s,2022-03-09 09:05:03+00:00,1454609075329646596
46,1501483462242418691,Draw-Tite 58VV21C Rear Trailer Hitch Fits 2001-2006 Hyundai Santa Fe https://t.co/OLmsfo2sYh eBay https://t.co/MtTX0Jo7lL,2022-03-09 09:02:08+00:00,1403453107401412609
47,1501483372417363969,HYUNDAI-I-20-HUB ASSY-RR WHEEL-527500U000                           SHOP NOW AT https://t.co/yD6srZ5M5j  https://t.co/Rg06XgqaTk https://t.co/jhS8t3WbGn,2022-03-09 09:01:46+00:00,37198225
48,1501483163695992835,"‘I Did My Bit To Make Hyundai Eat Its Words On Kashmir’
Ruchi Singh, 28, a software engineer, felt offended.
#Hundai #Kashmir #HyundaiIndia #Pakistan #Twitter #lokissue #lokmarg #lokmargnews #newsportal #NewsUpdate

https://t.co/mHtlYZBQUM",2022-03-09 09:00:57+00:00,2412550704
49,1501482994380337153,"@FalconFour @DizzyedUpGirl @Mupel88 The Hyundai ionic 5 is rated one of the best ev’s in the world. 5 year bumper to bumper warranty. 8 year battery warranty. Superior build to Tesla. 320 hp. Max range 304 miles. Ota. V2L. And Hyundai honours it’s warranty, unlike Tesla",2022-03-09 09:00:16+00:00,1454609075329646596
50,1501482949081976833,"⚡ MARCH BIG SALE!!!
⚡ BEST PDF MANUAL ➤ Hyundai HL750 Wheel Loader Workshop Repair Service Manual DOWNLOAD
⚡ D0WNL0AD LINK ➤ https://t.co/O7wd9naVnS

Hyundai HL750 Wheel Loader Workshop Repair Service Manual DOWNLOAD
This is the Most Complete OEM for the Hyundai HL750 ...",2022-03-09 09:00:05+00:00,1265676345708736512
51,1501482948515745793,"@tnekokunnor @JamesBu21387819 @NasimIslam2 @SputnikInt Agree and we have companies creating this energy very quickly. Solar power is used a lot here &amp; booming, very little gas is used here anymore. The hyundai &amp; kia electric cars are also booming. The hyundai ioniq electric goes approx 400km before it needs charging.",2022-03-09 09:00:05+00:00,1460919057293758469
52,1501482672493056003,@mishyloan @Magpie1954nBird Doesn’t look like the Hyundai badge … 🤔,2022-03-09 08:58:59+00:00,1663547912
53,1501481834131169281,"2019 Hyundai H-100 2.5 Engine Capacity Diesel with Manuel Transmission, Electric Window, Central Lock Radio Player Abs, 
Mileage=80,000 km
White Co-Lour
Price=180.000
Contact Best Auto(+27)83/998/8404
Very Excellent Condition
autobest054@gmail.com https://t.co/adBemCEaXF",2022-03-09 08:55:40+00:00,1335860483061112833
54,1501481506711162880,Hyundai and Iveco partner on electric commercial vehicles https://t.co/mASSIftbkL,2022-03-09 08:54:22+00:00,109521678
55,1501481010369908739,"The Smart Factory and its #Digital Twin
by @Hyundai

#AI #IoT #ArtificialIntelligence #MI #Robotics #Industry40 #4IR #Engineering #Automation

Cc: @pbalakrishnarao @elisequevedo @chr1sa @grattongirl https://t.co/xar6IGNAzg",2022-03-09 08:52:23+00:00,142255858
56,1501480765028114435,@charles_gaba You will love the Hyundai ionic 5. Mine’s great,2022-03-09 08:51:25+00:00,1454609075329646596
57,1501480479538749440,"Does anyone have the hookup when it comes to Genesis/Hyundai in the U.S.?

Would like to give my business to someone in the NFT community.",2022-03-09 08:50:17+00:00,1366632311157100545
58,1501480434768744449,"Hyundai Motor and Iveco #Group to Explore Collaboration on #Vehicle Tech, Supply

More Details Here: https://t.co/8wHgsqhEXi

#Commercial #Company #Details #Engine #Follow #Fuel #Latest #News #Truck #Trucks #Vehicles #Volvo #Volvogroup",2022-03-09 08:50:06+00:00,375540296
59,1501480407107211268,"Rashawn Thomas has a knee injury and is in very bad condition. He will undergo CT and MRI tomorrow at the hospital. His injury put Hyundai Mobis on alert, which is preparing for the playoffs. https://t.co/anS9M0R004",2022-03-09 08:49:59+00:00,230059503
60,1501480372151930885,"Palestine is a feminist issue. @HP, @HPE, @AXA, @GeneralMills, @Pillsbury, @PUMA, @CEMEX, @G4S, @AlliedUniversal, @Sabra, @HSBC, @Hyundai, + more are complicit in the crime of apartheid. Give them the #BDS treatment! 

#InternationalWomensDay #IWD2022 
https://t.co/w4ZV1fC1jg",2022-03-09 08:49:51+00:00,493411616
61,1501480210516033537,"@andiko_ryt I've been seeing kwids mostly, Hyundai accent is actually a good car... Cars seem cheap in gp(I'm not in gp) but I've been warned about the random dealerships and being scammed ke apho.",2022-03-09 08:49:12+00:00,1004704406
62,1501480196150599680,@mlt_carhire_tours  at the launch of the new Hyundai Tucson #hyundai and a great treat to see the CEO of HyundaiSA @Niall Lynch grace us today. @ MLT CAR HIRE AND TOURS https://t.co/TsgaGcrl0g,2022-03-09 08:49:09+00:00,756064287928487936
63,1501479941115949057,@MarcFrance @GreenpeaceEAsia @Greenpeace @ToyotaMotorCorp @Hyundai_Global Zero Emission Vehicle,2022-03-09 08:48:08+00:00,449173094
64,1501479902217846787,"@Stephen21269176 @DizzyedUpGirl @Mupel88 Polestar, maybe - at least it's on-par with balance of pros/cons. Hyundai tho? https://t.co/hhEBHVBTmD",2022-03-09 08:47:59+00:00,16780803
65,1501479853052280834,"DCT (Dual Clutch) Transmission - these are quite common on vehicles from the VAG family. Skoda &amp; VW (DSG), Hyundai (EcoShift) Mercedes (Speedshift) Ford (PowerShift) Porsche (PDK) and Audi (S-Tronic). They're also a type of automatic transmission... https://t.co/3j0YLIGqNJ",2022-03-09 08:47:47+00:00,1448917010193305665
66,1501479526949400577,"@ImJust_Tea There’s quite a pool, unless you want something fancy.

I had a Hyundai Accent 109k and I was paying 2.3 or so (my interest rate was even high at the time)",2022-03-09 08:46:30+00:00,1489740558612500480
67,1501478754752860163,"2008 Hyundai Accent 

Nigerian used

No Fault

Price:1.3M

Location: Agege, Lagos

Our Call/WhatsApp: 09138246069

/Sign the Petition/ https://t.co/WOw24CMs73",2022-03-09 08:43:25+00:00,1486443474207444994
68,1501478223334445058,"@Gaindaswamy Also in my experience, those driving Hyundai cars are the worst drivers of all",2022-03-09 08:41:19+00:00,14302717
69,1501477327393357824,"@Hyundai_Global @HMGnewsroom 

We need this type of buses in remote countries with rugged roads! ✌️ https://t.co/T64lOZ6iCt",2022-03-09 08:37:45+00:00,1315157501709492231
70,1501476980386111489,So wonderful to see industry professionals at the launch of the new Hyundai Tucson. #hyundai @mlt_carhire_tours @ Century City Conference Centre https://t.co/d7jRd5YsOK,2022-03-09 08:36:22+00:00,756064287928487936
71,1501476751742242816,5 Best Winter Tires for Hyundai Kona 2022 https://t.co/ZuznUgRaTX #Plaid #fsd #teslalife #teslagram #elonmusknews #teslafan #teslafamily #TeslaMotorsClub #TeslaLove #TeslaLife #TeslaOwner #TeslaClub #NoGas #TeslaCars #zeroemissions #superchargers #cleanpower #ev #cbrtrk #te... https://t.co/DIO0qrDSuk,2022-03-09 08:35:28+00:00,1412831189459681286
72,1501476641129713664,https://t.co/Vx4C1dTHmy @HyundaiIndia @Hyundai_Global   Indians pls think before buying Hyundai cars. Watch this vdo for more details,2022-03-09 08:35:01+00:00,126876990
73,1501476520656842754,@KadakKaspar @ElliotChina @NIOGlobal @FullyChargedShw Just saw this Hyundai. Same thing https://t.co/7pglUpfZ9P,2022-03-09 08:34:33+00:00,115921317
